,Location,Address_1,Address_2,Postal Code,City,Province,Phone,Fax,URL,Features,Services,Description,Name,Job Title,Week_Day,Open,Close,Bio
80,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Jennifer Geerts,Clinic Manager - Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
81,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Kerry Macdonald,Massage Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
82,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Kristen Clark,Administrator,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
83,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Melissa Hendsbee,Administrative Assistant,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
84,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Rachel Feist,Kinesiologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
85,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Seok Ki Lee,Massage Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
86,CBI Health Centre - Burlington,450 Appleby Line ,Unit 14,L7L 2Y2,Burlington,ON,905.631.7059,905.631.8576,https://www.cbi.ca/web/physiotherapy-burlington-appleby," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Chiropractic;Concussion;Custom Orthotics/Bracing & Splinting;Driving Assessment;Kinesiology;Massage Therapy;Occupational Therapy;Paediatrics;Physiotherapy;Vestibular Rehabilitation;Psychotherapy," Better health begins here Our CBI Rehabilitation Services focus is on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life. ",Tilak Das,Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '3:00pm']",
87,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Audriana Monteiro,Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","Audriana graduated with a Bachelor's Degree in Community Rehabilitation and Disability Studies from the University of Calgary and a Master's in Physical Therapy from the University of Alberta. With a love for nature and outdoor activities, the choice to move to Victoria to begin her physiotherapy career was a no brainer. Audriana is passionate about empowering individuals to feel confident in managing their injuries or health conditions and uses a variety of manual therapy techniques and exercises to help clients reach their rehabilitation goals. She has a keen interest in musculoskeletal, neurological and paediatric conditions and aims to focus her continuing education to evolve her practice in these disciplines."
88,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Colleen McTaggart,Administrative Assistant,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']",Colleen studied at Memorial University of Newfoundland in Civil Engineering. She worked for 10 years in customer service industry before moving to BC and attended Camosun College in Victoria. Has since managed another physiotherapy office for 12 years and has been part of the Burnside Physiotherapy since 2014.
89,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Gail-Golden Fahey,Registered Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","Gail graduated from the University of Manitoba and has an interest in Orthopeadics including post- operative rehabilitation. She completed numerous courses in the management of soft-tissue injuries and rehabilitation. Gail saw physiotherapy as a way of helping people achieve optimum health, fitness and independence. After 20+ years this remains a source of great joy. She believes in a hands-on approach including manual therapy, education and water/land based exercises and seeks to identify her patients' individual goals."
90,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Joy Coughlin,Clinic Manager - Registered Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","I graduated from the University of the Philippines in 1981. In 1983, I began my practice in Edmonton at a hospital setting. My passion is to provide out-patient acute orthopedic care and I soon worked in private practice in 1985. In 1992, I decided to make a smart move to Victoria and worked as a consulting physiotherapist at Tillicum Physiotherapy and Summit Injury Management (now CBI Health Group). I completed Part A of the Canadian Physiotherapy Association Manual and Manipulative Therapy and IMS certification. I was involved with acute care, sports injuries, return to work and chronic pain rehabilitation. I had the opportunity to manage 1 5 physiotherapists while working as a full-time Mom and also found interest in community volunteer work devoting many hours with swimming, softball, skating and soccer leagues as a trainer. I opened Burnside Physiotherapy & Sports Injury Clinic in 2001 as a sole owner and joined CBI Health Group once again in 2015 as a clinic manager. It is with great pleasure to continue serving the community in promoting good health, together with other talented and knowledgeable staff at Burnside Physiotherapy."
91,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Katie Parker,Seniour Clerical,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","Katie Parker, has worked at Burnside Physiotherapy for 3 years. She began working as an admin assistant and a year later took over the role of Senior Clerical. Katie has over 15 years' experience working as an office administrator and bookkeeper in the private sector as well as at a non-profit organization. Katie is responsible for all major duties at the front desk, including management of the clinic's schedule, processing of patient accounts and data entry. She provides timely routine accounting support to the clinic, works on accounts receivable, helps to prepare and submit monthly clinic business reports, and submits the payroll data. As the Senior Clerical, Katie provides administrative and clerical support to facilitate excellent business customer service and ensure patient satisfaction."
92,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Mele Smallwood,Senior Clerical Administrator,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","Mele graduated from the University of Victoria with a degree in psychology, and has a passion for building genuine connections and helping others. Not Only does she have extensive Customer service experience, but she also has 5 yrs Of experience working with children with ASD, as well as individuals with mood disorders. Her experience and education has helped her to develop Strong written and organizational skills, as well as a Set Of skills that support guiding and managing interpersonal communication and interaction. Mele values the importance of both compassion and empathy, and works to demonstrate both in her work and home life."
93,CBI Health Centre - Burnside,101 Burnside Road West ,Suite 5,V9A 1B7,Victoria,BC,250.361.0011,250.361.0022,https://www.cbi.ca/web/physiotherapy-victoria-burnside-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Kinesiology;Occupational Therapy;Physiotherapy;Return to Work Planning," Better health begins here We manage joint problems and injuries arising from work, car accidents or sports. Our physiotherapists with over 20 years of experience provide client-centered care. Our staff is pleased to offer services in English, Portugese, Spanish and Filipino.  ",Paulo Muniz,Physiotherapy Consultant,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['8:00am', '8:00am', '8:00am', '8:00am', '8:00am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '5:00pm']","Paulo Muniz graduated with a Bachelor's Degree in Physical Therapy in 1988 from The Federal University of Minas Geraes in Brazil. Paulo moved to Canada and got his Master Of Sciences Degree in Physical Therapy from the University Of Alberta in 1992. Paulo continued pursuing further education to enhance his patient care and completed a Program Of Studies leading to a Certification in Medical Acupuncture from University of Alberta in 1998. He owned and operated a private practice in Slave Lake, Alberta for 10 years before moving to Victoria in 2004 and joining Burnside Physiotherapy & Sports Injury Clinic. An avid soccer player, Paulo continues to enjoy the sport competitively. He is engaged as a business partner with his wife in running a successful dental clinic. He recently rejoined CBI - Burnside in 2017. Paulo has the ability to engage his patients in promoting good health and recovery through his listening, communication and professional skills."
94,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Brianna Boyle,Occupational Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
95,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Cheryl Emma Hanley,Psychologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
96,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Elisabeth Saxton,Psychologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
97,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Emily Choi,Kinesiologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
98,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Erin Walsh,Occupational Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
99,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Jasmine Maser,Occupational Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
100,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Jeffrey Krahn,Clinic Manager,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
101,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Jennifer Fitzpatrick,Occupational Therapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
102,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Sarah Galesloot,Kinesiologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
103,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Tara Tripp,Registered Provisional Psychologist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
104,CBI Health Centre - Calgary Bridgeland,1010 – 1st Avenue Northeast ,Suite 300,T2E 7W7,Calgary,AB,403.269.2414,403.233.2477,https://www.cbi.ca/web/physiotherapy-calgary-bridgeland," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Concussion;Disability Management;Hand Therapy;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Massage Therapy;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning;Vestibular Rehabilitation;Medication Management Services,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",Thierry Lamvohee,Physiotherapist,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['6:00pm', '6:00pm', '6:00pm', '6:00pm', '5:30pm']",
105,CBI Health Centre - Calgary Central,North Hill Mall ,1632 14th Avenue Northwest,T2N 1M7,Calgary,AB,403.221.0944,403.265.7313,https://www.cbi.ca/web/physiotherapy-calgary-14th-north-west," Free Parking ,  Late Hours ,  Wheelchair Accessible ",Acupuncture/IMS;Behaviour Therapy;Cognitive Rehabilitation;Concussion;Disability Management;Health and Safety Consulting;Independent Medical Examinations;Kinesiology;MVA Rehabilitation;Nutrition;Occupational Therapy;Pain Management Rehabilitation;Physiotherapy;Pre/Post-Surgical Rehabilitation;Psychology;Return to Work Planning,"Better health begins here Our CBI Health Center Services focus on the individual: that means we design our treatment plans around your unique needs and goals, adhere to best practices and consistently deliver the highest standards of quality care for the best possible outcomes. Let us help you regain independence Let us help you regain strength, function and movement so you can enjoy an overall better quality of life.",No Team,No Team,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['7:30am', '7:30am', '7:30am', '7:30am', '7:30am']","['8:00pm', '8:00pm', '8:00pm', '8:00pm', '6:00pm']",No Team
